Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
116,Sunday Aug 14,boxscore,DET,@,CHW,L,3,5,,43-73,5,19.0,Lynn,Alexander,Graveman,2:57,D,32154,.00,-------,
117,Monday Aug 15 (1),boxscore,DET,@,CLE,L,1,4,,43-74,5,19.0,Karinchak,Vest,Clase,2:54,D,,.00,--------,
118,Monday Aug 15 (2),boxscore,DET,@,CLE,W,7,5,,44-74,5,19.0,Garcia,Morgan,Soto,3:01,D,16980,.00,+,
119,Tuesday Aug 16,boxscore,DET,@,CLE,W,4,3,,45-74,5,18.0,Hill,Plesac,Soto,3:20,N,13503,.00,++,
120,Wednesday Aug 17,boxscore,DET,@,CLE,L,4,8,,45-75,5,19.0,Shaw,Chafin,,3:14,N,14335,.00,-,
121,Friday Aug 19,boxscore,DET,,LAA,L,0,1,,45-76,5,20.0,Sandoval,Manning,,2:15,N,28197,.00,--,
122,Saturday Aug 20,boxscore,DET,,LAA,W,4,3,,46-76,5,19.0,Alexander,Detmers,Soto,2:40,D,23581,.00,+,
123,Sunday Aug 21,boxscore,DET,,LAA,W,4,0,,47-76,5,18.5,Rodriguez,Ohtani,,2:56,D,23064,.00,++,
124,Tuesday Aug 23,boxscore,DET,,SFG,L,1,3,,47-77,5,19.5,Rodón,Hutchison,Doval,2:52,N,21123,.00,-,
125,Wednesday Aug 24,boxscore,DET,,SFG,W,6,1,,48-77,5,19.5,Manning,Webb,,2:53,D,17400,.00,+,
126,Friday Aug 26,boxscore,DET,@,TEX,L,6,7,,48-78,5,19.0,Otto,Alexander,Leclerc,3:03,N,20357,.00,-,
127,Saturday Aug 27,boxscore,DET,@,TEX,W,11,2,,49-78,5,19.0,Rodriguez,Keuchel,,3:00,N,34357,.00,+,
128,Sunday Aug 28,boxscore,DET,@,TEX,W,9,8,,50-78,5,18.0,Hutchison,Arihara,Jiménez,3:35,D,24938,.00,++,
129,Tuesday Aug 30,boxscore,DET,,SEA,L,3,9,,50-79,5,19.0,Kirby,Manning,Flexen,2:53,N,12536,.00,-,
130,Wednesday Aug 31,boxscore,DET,,SEA,L,3,5,,50-80,5,19.0,Gonzales,Lange,Sewald,3:00,N,13666,.00,--,
131,Thursday Sep 1,boxscore,DET,,SEA,L,0,7,,50-81,5,19.0,Gilbert,Rodriguez,,2:47,D,14393,.00,---,
132,Friday Sep 2,boxscore,DET,,KCR,W,5,4,,51-81,5,18.0,Chafin,Hernández,Soto,3:00,N,16067,.00,+,
133,Saturday Sep 3,boxscore,DET,,KCR,L,2,12,,51-82,5,18.0,Heasley,Pineda,,2:59,N,15259,.00,-,
134,Sunday Sep 4,boxscore,DET,,KCR,L,2,3,,51-83,5,18.0,Coleman,Soto,Barlow,3:39,D,15206,.00,--,
135,Monday Sep 5,boxscore,DET,@,LAA,L,0,10,,51-84,5,19.0,Suarez,Alexander,,2:53,N,19518,.00,---,
136,Tuesday Sep 6,boxscore,DET,@,LAA,L-wo,4,5,10,51-85,5,20.0,Tepera,Chafin,,3:01,N,20002,.00,----,
137,Wednesday Sep 7,boxscore,DET,@,LAA,W,5,4,,52-85,5,19.0,Cisnero,Quijada,Soto,3:35,D,15756,.00,+,
138,Friday Sep 9,boxscore,DET,@,KCR,W,10,2,,53-85,5,19.0,Wentz,Lynch,,3:05,N,14556,.00,++,
139,Saturday Sep 10,boxscore,DET,@,KCR,W,8,4,8,54-85,5,19.0,Manning,Heasley,,2:38,D,15929,.00,+++,
140,Sunday Sep 11,boxscore,DET,@,KCR,L,0,4,,54-86,5,20.0,Singer,Alexander,,2:11,D,13150,.00,-,
141,Monday Sep 12,boxscore,DET,,HOU,L,0,7,,54-87,5,21.0,Valdez,Rodriguez,,2:43,N,13054,.00,--,
142,Tuesday Sep 13,boxscore,DET,,HOU,L,3,6,,54-88,5,22.0,Brown,Hutchison,Pressly,2:52,N,13820,.00,---,
143,Wednesday Sep 14,boxscore,DET,,HOU,L,1,2,,54-89,5,23.0,Javier,Wentz,Pressly,2:58,D,13947,.00,----,
144,Friday Sep 16,boxscore,DET,,CHW,W-wo,3,2,10,55-89,5,22.5,Lange,Hendriks,,3:18,N,16335,.00,+,
145,Saturday Sep 17,boxscore,DET,,CHW,L,3,4,11,55-90,5,24.0,Hendriks,Soto,Bummer,3:29,N,17579,.00,-,
146,Sunday Sep 18,boxscore,DET,,CHW,L,5,11,,55-91,5,24.0,Banks,Hutchison,,3:14,D,14435,.00,--,
147,Monday Sep 19,boxscore,DET,@,BAL,W,11,0,,56-91,5,24.0,Alexander,Wells,,2:58,N,10201,.00,+,
148,Tuesday Sep 20,boxscore,DET,@,BAL,W,3,2,,57-91,5,24.0,Wentz,Voth,Soto,2:58,N,9582,.00,++,
149,Wednesday Sep 21,boxscore,DET,@,BAL,L,1,8,,57-92,5,25.0,Lyles,Manning,,2:27,N,9314,.00,-,
150,Friday Sep 23,boxscore,DET,@,CHW,W,5,3,,58-92,5,25.5,Rodriguez,López,Soto,3:04,N,33257,.00,+,
151,Saturday Sep 24,boxscore,DET,@,CHW,W,7,2,,59-92,5,25.5,Hutchison,Martin,,3:01,N,36177,.00,++,
152,Sunday Sep 25,boxscore,DET,@,CHW,W,4,1,,60-92,5,25.5,Chafin,Graveman,Soto,3:04,D,33549,.00,+++,
153,Tuesday Sep 27,boxscore,DET,,KCR,W-wo,4,3,10,61-92,5,24.5,Lange,Misiewicz,,3:00,N,13334,.00,++++,
154,Wednesday Sep 28,boxscore,DET,,KCR,W,2,1,,62-92,5,24.5,Norris,Lynch,Soto,2:50,N,12610,.00,+++++,
155,Thursday Sep 29,boxscore,DET,,KCR,W,10,3,,63-92,4,24.5,Rodriguez,Heasley,,3:03,D,13137,.00,++++++,
156,Friday Sep 30,boxscore,DET,,MIN,L,0,7,,63-93,4,25.5,Ryan,Alexander,,3:17,N,18505,.00,-,
157,Saturday Oct 1,boxscore,DET,,MIN,W,3,2,,64-93,4,24.5,Norris,Henriquez,Chafin,3:12,N,18307,.00,+,
158,Sunday Oct 2,boxscore,DET,,MIN,W,5,2,,65-93,4,24.5,Lange,Woods Richardson,Soto,3:09,D,20105,.00,++,
159,Monday Oct 3,boxscore,DET,@,SEA,W,4,3,,66-93,4,23.5,Garcia,Kirby,Chafin,3:11,N,23463,.00,+++,
160,Tuesday Oct 4 (1),boxscore,DET,@,SEA,L-wo,6,7,10,66-94,4,25.0,Torrens,Soto,,3:24,D,,.00,-,
161,Tuesday Oct 4 (2),boxscore,DET,@,SEA,L,6,9,,66-95,4,25.0,Sheffield,Rodriguez,Castillo,3:22,D,24564,.00,--,
162,Wednesday Oct 5,boxscore,DET,@,SEA,L-wo,4,5,,66-96,4,26.0,Swanson,Soto,,2:48,D,22053,.00,---,
