Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
129,Tuesday Aug 30,boxscore,MIA,,TBR,L,2,7,,55-74,4,26.5,Chargois,Luzardo,,3:12,N,7386,.00,---,
130,Wednesday Aug 31,boxscore,MIA,,TBR,L,1,2,10,55-75,4,27.5,Adam,Nance,Beeks,3:07,N,7420,.00,----,
131,Friday Sep 2,boxscore,MIA,@,ATL,L,1,8,,55-76,4,29.0,Morton,Alcantara,,2:57,N,42161,.00,-----,
132,Saturday Sep 3,boxscore,MIA,@,ATL,L-wo,1,2,,55-77,4,29.0,Matzek,Okert,,3:05,N,42405,.00,------,
133,Sunday Sep 4,boxscore,MIA,@,ATL,L,1,7,,55-78,4,29.0,Fried,López,,2:59,D,42360,.00,-------,
134,Tuesday Sep 6,boxscore,MIA,@,PHI,L-wo,2,3,,55-79,4,29.0,Robertson,Nance,,3:06,N,17145,.00,--------,
135,Wednesday Sep 7,boxscore,MIA,@,PHI,L,3,4,,55-80,4,30.5,Falter,Rogers,Brogdon,3:02,N,17755,.00,---------,
136,Thursday Sep 8,boxscore,MIA,@,PHI,W,6,5,,56-80,4,30.0,Floro,Robertson,,3:04,N,19073,.00,+,
137,Friday Sep 9,boxscore,MIA,,NYM,W,6,3,,57-80,4,29.5,Cabrera,Peterson,Floro,3:05,N,12692,.00,++,
138,Saturday Sep 10,boxscore,MIA,,NYM,L,3,11,,57-81,4,30.0,Carrasco,López,,3:13,N,17441,.00,-,
139,Sunday Sep 11,boxscore,MIA,,NYM,L,3,9,,57-82,4,31.0,Walker,Luzardo,,3:01,D,13234,.00,--,
140,Monday Sep 12 (1),boxscore,MIA,,TEX,L,2,3,,57-83,4,30.5,Hernández,Okert,Leclerc,3:00,D,5095,.00,---,
141,Monday Sep 12 (2),boxscore,MIA,,TEX,W,10,6,,58-83,4,30.5,Hoeing,Alexy,,3:09,N,5242,.00,+,
142,Tuesday Sep 13,boxscore,MIA,,PHI,L,1,2,,58-84,4,30.5,Falter,Alcantara,Robertson,2:34,N,5801,.00,-,
143,Wednesday Sep 14,boxscore,MIA,,PHI,L,1,6,,58-85,4,30.5,Gibson,Cabrera,,3:12,N,5632,.00,--,
144,Thursday Sep 15,boxscore,MIA,,PHI,W,5,3,,59-85,4,30.5,López,Syndergaard,Floro,3:02,N,7877,.00,+,
145,Friday Sep 16,boxscore,MIA,@,WSN,L,4,5,,59-86,4,31.5,Edwards,Sulser,Finnegan,3:00,N,24931,.00,-,
146,Saturday Sep 17,boxscore,MIA,@,WSN,L,3,5,,59-87,4,32.5,Harvey,Brigham,Finnegan,3:02,D,34179,.00,--,
147,Sunday Sep 18,boxscore,MIA,@,WSN,W,3,1,,60-87,4,32.5,Alcantara,Sánchez,,2:27,D,31638,.00,+,
148,Monday Sep 19,boxscore,MIA,,CHC,W,10,3,,61-87,4,32.5,Cabrera,Miley,,2:57,N,8315,.00,++,
149,Tuesday Sep 20,boxscore,MIA,,CHC,L,1,2,,61-88,4,33.5,Alzolay,Okert,Hughes,2:48,N,7972,.00,-,
150,Wednesday Sep 21,boxscore,MIA,,CHC,L,3,4,,61-89,4,33.5,Thompson,Okert,,2:47,N,8753,.00,--,
151,Friday Sep 23,boxscore,MIA,,WSN,W,5,2,,62-89,4,33.5,Garrett,Gray,Floro,2:41,N,12240,.00,+,
152,Saturday Sep 24,boxscore,MIA,,WSN,W,4,1,,63-89,4,32.5,Alcantara,Fedde,Floro,2:18,N,16099,.00,++,
153,Sunday Sep 25,boxscore,MIA,,WSN,L,1,6,,63-90,4,33.5,Sánchez,Cabrera,,3:09,D,13042,.00,-,
154,Tuesday Sep 27,boxscore,MIA,@,NYM,W,6,4,,64-90,4,32.5,López,Carrasco,Floro,3:17,N,29067,.00,+,
155,Wednesday Sep 28,boxscore,MIA,@,NYM,L-wo,4,5,10,64-91,4,33.5,Smith,Floro,,3:26,N,28228,.00,-,
156,Thursday Sep 29,boxscore,MIA,@,MIL,W,4,2,,65-91,4,33.0,Nance,Peralta,Floro,3:08,N,23122,.00,+,
157,Friday Sep 30,boxscore,MIA,@,MIL,L,0,1,,65-92,4,33.0,Burnes,Alcantara,Williams,2:28,N,31945,.00,-,
158,Saturday Oct 1,boxscore,MIA,@,MIL,W,4,3,,66-92,4,33.0,Nance,Williams,Bleier,3:28,N,30686,.00,+,
159,Sunday Oct 2,boxscore,MIA,@,MIL,W,4,3,12,67-92,4,33.0,Brazoban,Gott,Scott,4:12,D,31053,.00,++,
160,Monday Oct 3,boxscore,MIA,,ATL,W,4,0,,68-92,4,32.0,Luzardo,Elder,,2:29,N,10767,.00,+++,
161,Tuesday Oct 4,boxscore,MIA,,ATL,L,1,2,,68-93,4,33.0,Odorizzi,Garrett,Jansen,3:09,N,14138,.00,-,
162,Wednesday Oct 5,boxscore,MIA,,ATL,W,12,9,,69-93,4,32.0,Nardi,Chavez,Floro,3:40,D,12195,.00,+,
